subbasin,huc8,area_m2,huc8_id,pca_name,internal_mwh,colocation_mwh,hyperscale_mwh,total_mwh,scarcity_factor,plant_state,lat,lon,primary_fuel,co2_tons,water_intensity_m3_per_mwh,carbon_intensity_tons_per_mwh,water_footprint,carbon_footprint
Southern Long Island,2030202.0,5301908562.16,2030202,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.2909749220535200,NY,40.6853,-73.4258,GAS,1775.651,0.797026152611596,0.2999917215745900,346850.8723234270,357599.1689717330
Southern Long Island,2030202.0,5301908562.16,2030202,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.2909749220535200,NY,41.1059,-72.3761,OIL,3466.255,2.06260616038318,1.9024451152579600,346850.8723234270,2267771.8860366100
Southern Long Island,2030202.0,5301908562.16,2030202,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.2909749220535200,NY,40.6492,-73.8792,GAS,20951.163,0.797026152611596,0.3559220588569310,346850.8723234270,424269.8158399030
Southern Long Island,2030202.0,5301908562.16,2030202,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.2909749220535200,NY,41.0675,-72.440278,SOLAR,0.0,0.0076,0.0,346850.8723234270,0.0
Southern Long Island,2030202.0,5301908562.16,2030202,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.2909749220535200,NY,40.797858,-73.565661,GAS,304.576,0.797026152611596,1.175969111969110,346850.8723234270,1401790.6059851800
Southern Long Island,2030202.0,5301908562.16,2030202,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.2909749220535200,NY,40.928056,-72.771111,SOLAR,0.0,0.0076,0.0,346850.8723234270,0.0
Southern Long Island,2030202.0,5301908562.16,2030202,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.2909749220535200,NY,40.659328,-73.933752,OIL,24.504,2.06260616038318,1.4415813625132400,346850.8723234270,1718408.4098523900
Southern Long Island,2030202.0,5301908562.16,2030202,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.2909749220535200,NY,40.695485,-73.348573,OIL,2459.663,2.06260616038318,1.3090276742948400,346850.8723234270,1560400.420491080
Southern Long Island,2030202.0,5301908562.16,2030202,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.2909749220535200,NY,40.776944,-72.850833,GAS,902.767,0.797026152611596,0.37105096588573800,346850.8723234270,442303.92875660400
,,,2030203,,,,,,0.2911346107653180,,,,,,,,,
Upper Delaware,2040101.0,3083435590.4,2040101,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.16157090068321600,NY,41.797,-75.068,SOLAR,0.0,0.0076,0.0,192597.38072460900,0.0
East Branch Delaware,2040102.0,2176617765.96,2040102,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.26004929074404100,,,,,,,,309986.5882086870,
Lackawaxen,2040103.0,1548682029.91,2040103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.26653823469763200,PA,41.467858,-75.130895,HYDRO,0.0,347.9142661393290,0.0,5424355.767648070,0.0
Lackawaxen,2040103.0,1548682029.91,2040103,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.26653823469763200,PA,41.5533,-75.4542,WIND,0.0,0.0038,0.0,5424355.767648070,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NY,41.537722,-74.771383,HYDRO,0.0,52.04380114453170,0.0,2035113.5640264100,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NY,41.8194,-74.6358,HYDRO,0.0,4.276187292533010,0.0,2035113.5640264100,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NY,41.4625,-74.7578,HYDRO,0.0,77.30948911187910,0.0,2035113.5640264100,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NY,41.7966,-74.708077,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NY,41.5717,-74.7828,HYDRO,0.0,68.2716183076641,0.0,2035113.5640264100,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,41.061194,-75.058242,OIL,382.836,2.06260616038318,1.9532448979591800,2035113.5640264100,39750751.85702130
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.1,NY,41.537722,-74.771383,HYDRO,0.0,52.04380114453170,0.0,119203.01236806600,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.1,NY,41.8194,-74.6358,HYDRO,0.0,4.276187292533010,0.0,119203.01236806600,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.1,NY,41.4625,-74.7578,HYDRO,0.0,77.30948911187910,0.0,119203.01236806600,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.1,NY,41.7966,-74.708077,SOLAR,0.0,0.0076,0.0,119203.01236806600,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.1,NY,41.5717,-74.7828,HYDRO,0.0,68.2716183076641,0.0,119203.01236806600,0.0
Middle Delaware-Mongaup-Brodhead,2040104.0,3962018119.83,2040104,New York Independent System Operator,523625.8560242460,331244.6528433960,337159.61481301700,1192030.123680660,0.1,PA,41.061194,-75.058242,OIL,382.836,2.06260616038318,1.9532448979591800,119203.01236806600,2328326.757292900
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.205833,-74.579722,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.894197,-74.730162,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.698333,-75.151944,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.324722,-74.707778,GAS,26225.189,0.797026152611596,0.7917038188679250,2035113.5640264100,16112071.804696200
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.269444,-74.773333,GAS,8484.429,0.797026152611596,0.31159532116493400,2035113.5640264100,6341318.64589925
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.8205,-75.0112,BIOMASS,67763.251,1.93755189619717,0.881599331286428,2035113.5640264100,17941547.571376300
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.843699,-75.065155,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.281801,-74.793638,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.521667,-75.012222,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.514444,-74.976944,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.4825,-75.018056,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.565833,-75.163889,GAS,10098.38,3.655711405954630,9.499887111947320,2035113.5640264100,193333491.1824370
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.755289,-75.170955,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.599743,-75.108622,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.328005,-74.804896,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.8625,-74.825,GAS,23232.941,0.797026152611596,0.393771986915476,2035113.5640264100,8013707.117053170
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.255833,-74.645278,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.290556,-74.681944,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.76,-74.935,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.860629,-74.822935,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.522818,-74.944168,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,41.093613,-74.678845,BIOMASS,0.0,1.93755189619717,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.301409,-74.722117,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.292778,-74.847222,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.2314,-74.7539,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.2167,-74.7667,GAS,247.366,0.797026152611596,0.31836036036036000,2035113.5640264100,6478994.876177070
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.788957,-75.10697,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.831012,-75.015775,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.760545,-75.238452,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.8592,-75.2627,BIOMASS,0.0,1.93755189619717,0.0,2035113.5640264100,0.0
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.801924,-75.107563,GAS,1725343.05,0.7051532364838410,0.4352697303226560,2035113.5640264100,8858233.321897570
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.797762,-75.105416,OIL,566772.39,3.503671317838680,0.8017898127557000,2035113.5640264100,16317333.234373200
Middle Delaware-Musconetcong,2040105.0,3520745985.47,2040105,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.910205,-75.079398,GAS,7868.03,0.797026152611596,0.9915601764335220,2035113.5640264100,20179375.646082900
Lehigh,2040106.0,3526732725.61,2040106,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.22711179136105400,PA,40.6175,-75.3147,GAS,2008417.879,0.7936244812603180,0.4828334984514320,4621982.8714921900,9826210.018648360
Lehigh,2040106.0,3526732725.61,2040106,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.22711179136105400,PA,40.621582,-75.310236,BIOMASS,0.0,1.93755189619717,0.0,4621982.8714921900,0.0
Lehigh,2040106.0,3526732725.61,2040106,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.22711179136105400,PA,40.6917,-75.4792,COAL,218263.624,1.630769559585490,1.0133509016286900,4621982.8714921900,20622841.650229400
Lehigh,2040106.0,3526732725.61,2040106,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.22711179136105400,PA,40.860142,-75.852206,SOLAR,0.0,0.0076,0.0,4621982.8714921900,0.0
Lehigh,2040106.0,3526732725.61,2040106,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.22711179136105400,PA,40.8556,-75.8781,COAL,198568.689,1.847267247914200,1.3062096777376500,4621982.8714921900,26582850.32626470
Lehigh,2040106.0,3526732725.61,2040106,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.22711179136105400,PA,41.061022,-75.514924,SOLAR,0.0,0.0076,0.0,4621982.8714921900,0.0
Lehigh,2040106.0,3526732725.61,2040106,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.22711179136105400,PA,40.667778,-75.232222,BIOMASS,0.0,1.93755189619717,0.0,4621982.8714921900,0.0
Lehigh,2040106.0,3526732725.61,2040106,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.22711179136105400,PA,40.608388,-75.45599,OIL,2394.937,2.06260616038318,1.385958912037040,4621982.8714921900,28205837.810698700
Lehigh,2040106.0,3526732725.61,2040106,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.22711179136105400,PA,40.556211,-75.593873,SOLAR,0.0,0.0076,0.0,4621982.8714921900,0.0
Lehigh,2040106.0,3526732725.61,2040106,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.22711179136105400,PA,41.235278,-75.753056,WIND,0.0,0.0038,0.0,4621982.8714921900,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.200278,-74.576111,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.196389,-74.583611,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.074167,-74.665556,BIOMASS,0.002,1.93755189619717,4.32853587274105E-08,2035113.5640264100,0.8809062066990220
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.098458,-74.825925,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.0389,-74.7766,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.076611,-74.879172,GAS,31551.284,0.797026152611596,0.6462116538658470,2035113.5640264100,13151141.020143300
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.104167,-74.812778,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.095611,-74.787611,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.168958,-74.630095,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.065278,-74.590556,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.063743,-74.582429,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.069601,-74.584842,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.1275,-74.710833,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.182623,-74.539003,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.047769,-74.616461,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.032087,-74.647387,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.168811,-74.656719,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.08,-74.8917,OIL,56436.101,2.06260616038318,1.0380771254092600,2035113.5640264100,21126048.384259400
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.1475,-74.7411,GAS,2850594.676,0.5308161640869690,0.41514123304137800,2035113.5640264100,8448595.543491580
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.1405,-74.7506,OFSL,0.0,1.61,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.176486,-74.789976,OIL,2296.441,2.06260616038318,1.147646676661670,2035113.5640264100,23355913.183840000
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.1483,-74.7772,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.153128,-74.769146,BIOMASS,0.0,1.93755189619717,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.151389,-74.780556,BIOMASS,0.0,1.93755189619717,0.0,2035113.5640264100,0.0
Crosswicks-Neshaminy,2040201.0,1408288006.24,2040201,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,PA,40.162633,-74.768164,BIOMASS,271497.158,1.93755189619717,0.8578922425506370,2035113.5640264100,17459081.392878400
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,40.000556,-74.735,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.93903,-75.10802,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.7875,-75.350833,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.9175,-75.1192,GAS,27775.903,0.797026152611596,0.5704173614819070,2035113.5640264100,11608641.095079900
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.9092,-75.1169,BIOMASS,170092.587,1.93755189619717,1.1416529317797400,2035113.5640264100,23233933.66875470
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.923056,-75.1275,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.941853,-75.026208,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.876111,-75.008611,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.928889,-74.818056,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.910969,-75.1186,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.977433,-74.621862,SOLAR,0.0,0.0076,0.0,2035113.5640264100,0.0
Lower Delaware,2040202.0,2981822499.05,2040202,"PJM Interconnection, LLC",6962569.41940305,6635041.4404781700,6753524.780382930,20351135.640264100,0.1,NJ,39.8746,-75.1592,GAS,275368.515,0.797026152611596,0.5142557286122470,2035113.5640264100,10465688.086770700
